Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000030287,2025-02-21 00:00:00,Jennifer Maddox,"['Banana', 'Potatoes', 'Cheese', 'Shower Gel', 'Yogurt', 'Coffee', 'Butter', 'Jam']",8,108.93,Mobile Payment,New York,Department Store,True,Teenager,Winter,Discount on Selected Items
1000030288,2025-07-04 00:00:00,Larry Compton,"['Milk', 'Bread', 'Peanut Butter', 'Eggs', 'Tuna', 'Tea']",6,30.47,Mobile Payment,Seattle,Supermarket,True,Teenager,Summer,BOGO (Buy One Get One)
1000030289,2024-04-07 00:00:00,Bradley Ward,"['Soap', 'Onions', 'Orange', 'Tissues', 'Eggs', 'Sugar']",6,115.71,PayPal,Miami,Department Store,True,Middle-Aged,Spring,
1000030290,2024-05-20 00:00:00,Paul Brooks,['Ice Cream'],1,135.17,Credit Card,Dallas,Convenience Store,False,Professional,Spring,
1000030291,2023-01-29 00:00:00,Laura Mendoza,"['Flour', 'Canned Soup']",2,74.12,Credit Card,Los Angeles,Department Store,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000030292,2023-06-20 00:00:00,Elizabeth Nash,"['Eggs', 'Chicken', 'Hand Sanitizer', 'Hand Sanitizer', 'Water', 'Potatoes', 'Hair Gel', 'Coffee', 'Hair Gel']",9,111.43,Mobile Payment,Houston,Pharmacy,True,Retiree,Summer,BOGO (Buy One Get One)
1000030293,2025-07-05 00:00:00,Michael Rivera,['Eggs'],1,56.11,PayPal,Houston,Pharmacy,False,Senior Citizen,Summer,BOGO (Buy One Get One)
1000030294,2023-04-09 00:00:00,Jasmine Smith,"['Milk', 'Hand Sanitizer', 'Trash Bags', 'Eggs']",4,113.76,Credit Card,Boston,Convenience Store,False,Young Adult,Spring,
1000030295,2023-11-22 00:00:00,Erik Rodriguez,"['Syrup', 'Cereal Bars', 'Ketchup', 'Coffee', 'Trash Cans', 'Butter']",6,63.88,PayPal,Chicago,Warehouse Club,True,Young Adult,Fall,BOGO (Buy One Get One)
1000030296,2025-01-31 00:00:00,Jason Ross,"['Flour', 'Ketchup', 'Onions', 'Beef', 'Water', 'Shaving Cream']",6,80.13,Mobile Payment,Dallas,Specialty Store,False,Teenager,Winter,Discount on Selected Items
1000030297,2024-11-01 00:00:00,Shawn Wolfe,"['Bread', 'Sponges', 'Orange', 'Salt', 'Tissues', 'Vinegar', 'BBQ Sauce', 'Chicken']",8,111.93,Mobile Payment,Los Angeles,Pharmacy,True,Young Adult,Fall,Discount on Selected Items
1000030298,2024-06-29 00:00:00,Lisa Scott,"['Trash Bags', 'Cheese', 'Soap', 'Oil', 'Ketchup', 'Banana', 'Shaving Cream', 'Mop']",8,108.7,Debit Card,Chicago,Supermarket,True,Young Adult,Summer,BOGO (Buy One Get One)
1000030299,2023-10-29 00:00:00,Gerald Patel,"['Trash Bags', 'Flour', 'Peanut Butter', 'Oil', 'Trash Cans', 'Onions']",6,145.62,Credit Card,San Francisco,Convenience Store,False,Professional,Fall,Discount on Selected Items
1000030300,2023-12-21 00:00:00,Oscar Wright,"['Sugar', 'Flour', 'Vinegar', 'Vinegar', 'Mop', 'Soda', 'Chicken']",7,29.1,PayPal,Atlanta,Pharmacy,True,Student,Winter,
1000030301,2023-12-16 00:00:00,Jasmine Clark,"['Soda', 'Eggs', 'Orange', 'Potatoes', 'Milk', 'Soda', 'Jam']",7,45.01,Mobile Payment,Atlanta,Supermarket,True,Young Adult,Winter,BOGO (Buy One Get One)
1000030302,2023-06-27 00:00:00,Isaiah Carroll,"['Carrots', 'Shower Gel', 'Soap', 'Honey', 'Water', 'Flour', 'Sponges']",7,113.55,Credit Card,Seattle,Specialty Store,False,Young Adult,Summer,BOGO (Buy One Get One)
1000030303,2025-09-09 00:00:00,John Contreras,"['Cereal Bars', 'Canned Soup', 'Flour', 'Soda', 'Butter']",5,10.97,Credit Card,San Francisco,Department Store,False,Retiree,Fall,Discount on Selected Items
1000030304,2024-10-04 00:00:00,David Webb,"['Cereal Bars', 'Honey', 'Mop', 'Hair Gel']",4,139.05,Cash,Atlanta,Supermarket,False,Young Adult,Fall,
1000030305,2025-01-04 00:00:00,Christopher Edwards,"['BBQ Sauce', 'Orange', 'Coffee', 'Ice Cream', 'Mop']",5,126.66,Cash,Dallas,Pharmacy,True,Homemaker,Winter,Discount on Selected Items
1000030306,2023-05-23 00:00:00,Lori Wall,"['Cheese', 'Syrup', 'Trash Cans', 'Tuna', 'Carrots', 'Coffee']",6,114.73,Credit Card,Houston,Warehouse Club,False,Middle-Aged,Spring,
1000030307,2024-09-29 00:00:00,David Jenkins,"['Carrots', 'Tea', 'Sponges', 'Salt', 'Honey', 'Yogurt']",6,21.3,Cash,Miami,Warehouse Club,False,Teenager,Fall,
1000030308,2025-09-14 00:00:00,Vicki Sanders,"['Eggs', 'Water', 'Trash Cans']",3,32.68,Mobile Payment,Miami,Department Store,True,Middle-Aged,Fall,BOGO (Buy One Get One)
1000030309,2023-03-11 00:00:00,Eileen White,"['Jam', 'Shower Gel', 'Shower Gel', 'Shower Gel', 'Hand Sanitizer', 'Banana']",6,45.87,Mobile Payment,Houston,Warehouse Club,False,Retiree,Spring,BOGO (Buy One Get One)
1000030310,2024-05-08 00:00:00,Sarah Rush,"['Hair Gel', 'Hand Sanitizer', 'Yogurt']",3,51.6,Cash,San Francisco,Warehouse Club,True,Retiree,Spring,Discount on Selected Items
1000030311,2025-10-06 00:00:00,Melissa Oliver,"['Tea', 'Hand Sanitizer', 'Syrup', 'Tea', 'Sugar', 'Onions', 'Banana', 'Trash Bags', 'Honey', 'Trash Cans']",10,89.1,Mobile Payment,Miami,Supermarket,True,Professional,Fall,
1000030312,2023-10-03 00:00:00,Rachel Wilkinson,"['Chicken', 'Butter']",2,51.08,PayPal,New York,Department Store,True,Middle-Aged,Fall,Discount on Selected Items
1000030313,2024-01-08 00:00:00,Grace Calderon,"['Tissues', 'Shaving Cream', 'Orange', 'Orange', 'Potatoes', 'Hair Gel', 'Soda']",7,85.95,PayPal,Atlanta,Department Store,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000030314,2024-09-29 00:00:00,Clarence Gomez,"['Onions', 'Butter', 'Jam', 'Oil', 'Soda']",5,97.9,Cash,Miami,Convenience Store,True,Middle-Aged,Fall,BOGO (Buy One Get One)
1000030315,2025-02-06 00:00:00,Patricia Sheppard,['Shaving Cream'],1,41.69,Cash,Los Angeles,Supermarket,True,Student,Winter,BOGO (Buy One Get One)
1000030316,2024-02-29 00:00:00,Douglas Green,"['Toothpaste', 'Mop', 'Sugar', 'Tea', 'Onions', 'Tea', 'Cereal Bars', 'Orange', 'Carrots']",9,36.96,Mobile Payment,Houston,Pharmacy,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000030317,2025-12-18 00:00:00,Daniel Hebert,"['Jam', 'Flour', 'Sugar', 'Bread', 'Trash Bags', 'Sugar']",6,134.7,Credit Card,Atlanta,Supermarket,False,Professional,Winter,
1000030318,2024-12-20 00:00:00,Jeffery Wise,"['Cheese', 'Peanut Butter']",2,60.34,Debit Card,Boston,Convenience Store,False,Retiree,Winter,BOGO (Buy One Get One)
1000030319,2023-08-27 00:00:00,Joseph Meyer,"['Canned Soup', 'Soap', 'Tissues', 'Toothpaste', 'Beef', 'Honey', 'Trash Bags']",7,79.6,Cash,New York,Supermarket,True,Professional,Summer,
1000030320,2023-04-10 00:00:00,James Montes,"['Hair Gel', 'Trash Bags', 'Salt', 'Sugar']",4,103.36,Credit Card,San Francisco,Specialty Store,True,Student,Spring,Discount on Selected Items
1000030321,2023-06-30 00:00:00,Sharon Hudson,"['Canned Soup', 'Soda', 'Cheese', 'Mop', 'Tuna', 'Onions', 'Shower Gel', 'Cereal Bars']",8,34.18,Mobile Payment,Dallas,Pharmacy,True,Retiree,Summer,Discount on Selected Items
1000030322,2024-02-05 00:00:00,Cole Thomas,"['Yogurt', 'Banana', 'Ketchup', 'Water', 'Potatoes', 'Soda']",6,37.48,Debit Card,Miami,Supermarket,False,Senior Citizen,Winter,
1000030323,2025-02-17 00:00:00,Donna Knight,"['Salt', 'Pasta', 'Cereal Bars', 'Ice Cream', 'Bread', 'Honey', 'Yogurt']",7,121.64,Credit Card,New York,Warehouse Club,True,Student,Winter,
1000030324,2023-09-12 00:00:00,Barbara Rivera,"['Hand Sanitizer', 'Canned Soup']",2,74.95,Credit Card,Chicago,Pharmacy,True,Professional,Fall,
1000030325,2025-03-01 00:00:00,Casey Moran,"['Banana', 'Pickles', 'Soda', 'Milk', 'Orange', 'BBQ Sauce', 'Cereal Bars', 'Ice Cream']",8,82.56,Mobile Payment,New York,Specialty Store,False,Professional,Spring,
1000030326,2025-05-09 00:00:00,Michele Jenkins,"['Mop', 'Eggs', 'Peanut Butter', 'Cheese', 'Cereal Bars', 'Tissues', 'Yogurt', 'Hand Sanitizer']",8,80.17,PayPal,Los Angeles,Specialty Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000030327,2023-10-31 00:00:00,Marisa Knight,"['Hair Gel', 'Orange', 'Coffee', 'Yogurt', 'Carrots', 'Canned Soup', 'Pasta', 'Flour']",8,48.93,Debit Card,Seattle,Department Store,True,Middle-Aged,Fall,BOGO (Buy One Get One)
1000030328,2025-08-12 00:00:00,Jonathan Curry,"['Pickles', 'Shaving Cream', 'Ketchup', 'Mop', 'Jam', 'Shower Gel', 'Onions', 'Water', 'Jam']",9,57.36,Credit Card,Chicago,Specialty Store,False,Homemaker,Summer,
1000030329,2023-11-01 00:00:00,Michelle Shelton,"['Ice Cream', 'Water', 'Oil', 'Milk', 'Shaving Cream', 'Trash Cans', 'Toothpaste', 'Cereal Bars', 'Jam']",9,134.26,Credit Card,New York,Department Store,False,Professional,Fall,Discount on Selected Items
1000030330,2024-06-13 00:00:00,Devin Bennett,['Soap'],1,21.0,PayPal,San Francisco,Pharmacy,True,Senior Citizen,Summer,BOGO (Buy One Get One)
1000030331,2024-03-15 00:00:00,Courtney Fitzgerald DVM,"['Hand Sanitizer', 'Salt', 'Sugar', 'BBQ Sauce', 'Peanut Butter', 'Chicken', 'Honey']",7,11.7,Mobile Payment,Seattle,Supermarket,True,Teenager,Spring,BOGO (Buy One Get One)
1000030332,2024-10-08 00:00:00,Patricia Wilkinson,"['Peanut Butter', 'Pasta', 'Shower Gel', 'Flour', 'Beef', 'Peanut Butter']",6,43.69,PayPal,San Francisco,Specialty Store,False,Senior Citizen,Fall,Discount on Selected Items
1000030333,2023-12-13 00:00:00,Tammy Schwartz,"['Shaving Cream', 'Butter', 'Shaving Cream', 'Carrots', 'Bread', 'Coffee']",6,12.02,Credit Card,Houston,Supermarket,False,Student,Winter,
1000030334,2023-02-16 00:00:00,Rebecca Jacobs,"['Cheese', 'Trash Bags', 'Trash Cans', 'Carrots', 'Honey', 'Beef']",6,124.55,Mobile Payment,New York,Department Store,True,Professional,Winter,Discount on Selected Items
1000030335,2025-10-01 00:00:00,Austin Sherman,"['Hair Gel', 'Jam', 'Cereal Bars', 'Flour', 'Hair Gel', 'Ketchup', 'Onions']",7,34.44,Credit Card,Houston,Department Store,True,Middle-Aged,Fall,
1000030336,2025-12-12 00:00:00,Jerry Johnson,"['Salt', 'Jam', 'Trash Bags']",3,55.06,Credit Card,San Francisco,Specialty Store,False,Retiree,Winter,
1000030337,2025-03-13 00:00:00,Stephen Smith,"['Trash Bags', 'Shower Gel', 'Chicken', 'Oil']",4,123.65,PayPal,Boston,Convenience Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000030338,2024-12-22 00:00:00,Traci Novak,"['Tuna', 'Milk', 'Vinegar', 'Shower Gel', 'Canned Soup', 'Tissues', 'Honey', 'Canned Soup', 'Jam']",9,33.76,Cash,Miami,Pharmacy,False,Young Adult,Winter,BOGO (Buy One Get One)
1000030339,2023-11-29 00:00:00,Shawn Butler,"['Tea', 'Orange']",2,125.55,Credit Card,Los Angeles,Supermarket,True,Young Adult,Fall,Discount on Selected Items
1000030340,2023-02-10 00:00:00,Rachel White,"['Pickles', 'Water', 'Soap']",3,28.92,PayPal,Chicago,Warehouse Club,True,Middle-Aged,Winter,
1000030341,2025-08-13 00:00:00,Mary Lowe,['Bread'],1,64.31,PayPal,Houston,Specialty Store,False,Homemaker,Summer,Discount on Selected Items
1000030342,2025-05-07 00:00:00,Erin Woods,"['Sponges', 'Rice', 'Beef', 'Shower Gel', 'Chicken']",5,69.05,Cash,Miami,Pharmacy,True,Young Adult,Spring,BOGO (Buy One Get One)
1000030343,2023-03-25 00:00:00,Kenneth Smith MD,"['Sponges', 'Ketchup', 'Tea']",3,122.46,Credit Card,Atlanta,Pharmacy,True,Teenager,Spring,BOGO (Buy One Get One)
1000030344,2023-04-04 00:00:00,Joseph Smith,"['Honey', 'Yogurt', 'Cheese']",3,79.71,Debit Card,Miami,Warehouse Club,False,Teenager,Spring,
1000030345,2025-01-05 00:00:00,Tina Murray,"['Eggs', 'Soap', 'BBQ Sauce', 'Coffee', 'Tissues', 'Hand Sanitizer', 'Pickles']",7,126.2,Credit Card,Houston,Department Store,False,Retiree,Winter,
1000030346,2025-10-25 00:00:00,Megan Morgan,"['Soda', 'Water', 'Soda', 'Trash Bags', 'Syrup', 'Coffee', 'Trash Bags', 'Peanut Butter', 'Vinegar', 'Butter']",10,56.95,Debit Card,Miami,Pharmacy,False,Homemaker,Fall,
1000030347,2025-07-03 00:00:00,Paula Romero,"['Sugar', 'Tuna', 'Pasta', 'Canned Soup', 'Toothpaste']",5,122.53,Mobile Payment,Los Angeles,Pharmacy,False,Middle-Aged,Summer,
1000030348,2025-01-07 00:00:00,Thomas Hopkins,"['Oil', 'Cereal Bars', 'Banana', 'BBQ Sauce', 'Coffee', 'Honey']",6,149.46,Debit Card,Miami,Convenience Store,True,Young Adult,Winter,BOGO (Buy One Get One)
1000030349,2023-01-16 00:00:00,Mike Sanchez,"['Bread', 'Rice']",2,49.92,Cash,Houston,Supermarket,False,Teenager,Winter,Discount on Selected Items
1000030350,2023-10-16 00:00:00,Angela Mclaughlin,"['Syrup', 'Pickles', 'Bread', 'Syrup', 'Peanut Butter']",5,12.25,PayPal,Boston,Pharmacy,False,Student,Fall,BOGO (Buy One Get One)
1000030351,2024-04-16 00:00:00,Joanna Williams,"['Honey', 'Jam', 'Tea', 'Butter', 'Bread', 'Butter', 'Canned Soup', 'Orange']",8,89.88,Cash,San Francisco,Department Store,False,Young Adult,Spring,BOGO (Buy One Get One)
1000030352,2023-09-25 00:00:00,Thomas Dean,"['Sugar', 'Hand Sanitizer', 'Pasta', 'Coffee', 'Soap', 'Bread', 'Soda', 'Pickles']",8,12.61,Credit Card,Dallas,Warehouse Club,True,Senior Citizen,Fall,Discount on Selected Items
1000030353,2023-11-23 00:00:00,Peter May,"['Onions', 'Bread', 'Carrots', 'Cheese', 'Shaving Cream', 'Honey']",6,90.73,PayPal,Dallas,Supermarket,True,Homemaker,Fall,
1000030354,2024-03-25 00:00:00,Lauren Garcia,"['Tissues', 'Mop']",2,66.83,Debit Card,Los Angeles,Department Store,False,Teenager,Spring,Discount on Selected Items
1000030355,2025-03-11 00:00:00,Christopher Smith,"['Cereal Bars', 'Coffee']",2,48.77,PayPal,New York,Pharmacy,False,Teenager,Spring,BOGO (Buy One Get One)
1000030356,2023-02-17 00:00:00,Curtis Daniel,"['Water', 'Salt', 'Toothpaste', 'Soap', 'Shower Gel']",5,5.99,Debit Card,San Francisco,Warehouse Club,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000030357,2024-02-14 00:00:00,Amy Perry,['Canned Soup'],1,49.84,Cash,Seattle,Warehouse Club,True,Senior Citizen,Winter,
1000030358,2025-11-07 00:00:00,Terry Cruz,"['Bread', 'Pasta', 'Shower Gel', 'Mop', 'Shaving Cream', 'Syrup', 'Hand Sanitizer', 'Tuna', 'Cheese', 'Toothpaste']",10,139.79,Credit Card,Dallas,Pharmacy,True,Professional,Fall,Discount on Selected Items
1000030359,2024-07-05 00:00:00,Kimberly Parks,"['Chicken', 'Coffee', 'Canned Soup', 'Vinegar', 'Mop', 'Toothpaste', 'Tea', 'Sponges', 'Yogurt']",9,69.99,Debit Card,Atlanta,Warehouse Club,False,Homemaker,Summer,Discount on Selected Items
1000030360,2023-08-21 00:00:00,Grant Rodriguez,"['Jam', 'Tea', 'Butter', 'Pasta', 'Hand Sanitizer', 'Potatoes']",6,137.62,Mobile Payment,Seattle,Convenience Store,False,Teenager,Summer,BOGO (Buy One Get One)
1000030361,2023-05-15 00:00:00,Adam Sparks,"['Milk', 'Sugar', 'Onions', 'Beef', 'Beef', 'Hair Gel']",6,88.19,Credit Card,Los Angeles,Convenience Store,True,Senior Citizen,Spring,Discount on Selected Items
1000030362,2023-12-23 00:00:00,Jordan Schaefer,['Cereal Bars'],1,28.56,Mobile Payment,San Francisco,Specialty Store,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000030363,2024-09-25 00:00:00,Mark Scott Jr.,['Ketchup'],1,137.28,PayPal,San Francisco,Specialty Store,False,Young Adult,Fall,Discount on Selected Items
1000030364,2025-06-20 00:00:00,Mary Valencia,['Mop'],1,28.52,PayPal,Atlanta,Pharmacy,True,Senior Citizen,Summer,Discount on Selected Items
1000030365,2024-08-20 00:00:00,Becky Silva,"['Jam', 'Yogurt', 'Tea', 'Canned Soup', 'Cereal Bars', 'Bread', 'Tissues']",7,123.56,Debit Card,Atlanta,Convenience Store,False,Professional,Summer,BOGO (Buy One Get One)
1000030366,2024-07-22 00:00:00,Crystal Mckee,"['Chicken', 'Milk', 'Vinegar', 'Butter', 'Tea', 'Trash Bags', 'Bread', 'Tea']",8,133.25,Debit Card,New York,Supermarket,False,Student,Summer,Discount on Selected Items
1000030367,2024-09-08 00:00:00,Michael Stone,"['Shower Gel', 'Cheese', 'Banana', 'Onions', 'Yogurt', 'Peanut Butter', 'Bread', 'Carrots']",8,66.31,Mobile Payment,Atlanta,Specialty Store,False,Young Adult,Fall,Discount on Selected Items
1000030368,2023-03-18 00:00:00,Laura Green,"['Tissues', 'Water', 'Flour']",3,124.71,PayPal,Seattle,Supermarket,False,Middle-Aged,Spring,Discount on Selected Items
1000030369,2024-03-30 00:00:00,Jill Cook,"['Sponges', 'Yogurt', 'Ketchup', 'Orange', 'Honey', 'Onions', 'Canned Soup']",7,89.07,Mobile Payment,Dallas,Convenience Store,True,Senior Citizen,Spring,Discount on Selected Items
1000030370,2025-02-27 00:00:00,Ariel Fowler,"['Coffee', 'Beef', 'Pickles', 'Soap', 'Rice', 'Syrup', 'Toothpaste', 'Trash Bags', 'Oil']",9,25.42,Debit Card,Atlanta,Convenience Store,True,Teenager,Winter,Discount on Selected Items
1000030371,2025-06-07 00:00:00,Mark Taylor,"['Cheese', 'Soap', 'Trash Bags', 'Hand Sanitizer', 'Onions']",5,119.53,PayPal,Boston,Supermarket,False,Young Adult,Summer,Discount on Selected Items
1000030372,2025-01-04 00:00:00,Laurie Stevenson,"['Canned Soup', 'Potatoes', 'Pasta', 'Yogurt', 'Rice', 'Ketchup', 'Tuna', 'Pasta', 'Potatoes']",9,121.58,Credit Card,Houston,Warehouse Club,True,Senior Citizen,Winter,Discount on Selected Items
1000030373,2025-10-27 00:00:00,James Luna,"['Shower Gel', 'Honey', 'Jam', 'Cheese', 'Orange']",5,28.6,Credit Card,Los Angeles,Pharmacy,True,Student,Fall,
1000030374,2024-03-12 00:00:00,Marcus Becker,['Flour'],1,70.68,Cash,Chicago,Specialty Store,True,Middle-Aged,Spring,Discount on Selected Items
1000030375,2023-05-01 00:00:00,Kristin Allison,"['Trash Bags', 'Toothpaste', 'Hand Sanitizer', 'Syrup', 'Water', 'Onions', 'Mop', 'Hair Gel', 'Toothpaste']",9,142.38,Credit Card,New York,Supermarket,False,Teenager,Spring,Discount on Selected Items
1000030376,2025-05-23 00:00:00,Randall Day,"['Potatoes', 'Trash Cans']",2,127.01,Mobile Payment,Seattle,Pharmacy,True,Homemaker,Spring,
1000030377,2023-08-24 00:00:00,Cody Davis,"['Coffee', 'Yogurt', 'Sugar', 'Cereal Bars', 'Mop', 'Bread', 'Butter', 'Cereal Bars', 'Onions']",9,57.74,Mobile Payment,Houston,Specialty Store,False,Retiree,Summer,BOGO (Buy One Get One)
1000030378,2024-07-25 00:00:00,Robin Jackson,"['Cheese', 'Banana', 'Sugar', 'Banana', 'Orange']",5,48.9,Cash,Boston,Department Store,True,Homemaker,Summer,Discount on Selected Items
1000030379,2025-05-24 00:00:00,Katherine Olson,"['Shower Gel', 'Potatoes', 'Vinegar', 'Bread', 'Vinegar', 'Peanut Butter', 'Tuna', 'Milk', 'Bread', 'Banana']",10,131.37,Credit Card,Seattle,Convenience Store,False,Senior Citizen,Spring,BOGO (Buy One Get One)
1000030380,2024-05-08 00:00:00,Robert Anderson,"['Hand Sanitizer', 'Oil', 'Honey', 'Eggs', 'Eggs', 'Syrup', 'Hand Sanitizer', 'Trash Cans']",8,129.46,Credit Card,Atlanta,Convenience Store,True,Professional,Spring,Discount on Selected Items
1000030381,2023-05-14 00:00:00,Deborah Miller,"['Yogurt', 'Cheese', 'Vinegar', 'Toothpaste', 'Onions', 'Tea']",6,146.5,Credit Card,Seattle,Warehouse Club,False,Student,Spring,
1000030382,2024-03-10 00:00:00,Michael Vang,"['Tissues', 'Potatoes', 'Peanut Butter', 'Eggs', 'Tuna', 'Bread', 'Coffee', 'Syrup']",8,27.86,Credit Card,Atlanta,Convenience Store,False,Teenager,Spring,
1000030383,2025-07-16 00:00:00,Breanna Rodriguez,"['Jam', 'Mop', 'Cheese', 'Potatoes', 'Trash Cans', 'Sponges', 'Eggs', 'Hair Gel', 'Oil']",9,40.47,Cash,Seattle,Pharmacy,False,Homemaker,Summer,BOGO (Buy One Get One)
1000030384,2025-08-12 00:00:00,Alicia Phillips,"['Beef', 'Flour', 'Sponges', 'Peanut Butter', 'Syrup', 'Water', 'Salt', 'Cereal Bars', 'Salt', 'Syrup']",10,106.82,PayPal,Dallas,Pharmacy,False,Senior Citizen,Summer,BOGO (Buy One Get One)
1000030385,2025-07-19 00:00:00,Christina Garza,"['Coffee', 'Water']",2,145.95,Credit Card,Houston,Specialty Store,True,Young Adult,Summer,
1000030386,2023-09-27 00:00:00,Dawn Brooks,"['Tea', 'Soap', 'Ketchup', 'Cheese', 'Hand Sanitizer', 'Chicken', 'Peanut Butter', 'Pasta', 'BBQ Sauce', 'Trash Bags']",10,134.67,Cash,Seattle,Convenience Store,False,Young Adult,Fall,BOGO (Buy One Get One)
1000030387,2025-12-23 00:00:00,Paula Fry,"['Tissues', 'Orange', 'Oil', 'Bread', 'Syrup', 'BBQ Sauce', 'Vinegar', 'Beef', 'Trash Bags', 'Potatoes']",10,139.41,PayPal,Los Angeles,Specialty Store,False,Teenager,Winter,
1000030388,2025-10-05 00:00:00,Johnny Potter,"['BBQ Sauce', 'Eggs', 'Jam', 'Honey', 'Soda', 'Milk', 'Banana', 'BBQ Sauce', 'Butter', 'Bread']",10,138.53,Cash,Miami,Pharmacy,False,Student,Fall,BOGO (Buy One Get One)
1000030389,2025-12-04 00:00:00,Bruce Adams,"['Banana', 'Syrup', 'Potatoes', 'Syrup', 'Sponges', 'Beef', 'Jam', 'Peanut Butter', 'Beef']",9,48.92,Credit Card,Los Angeles,Pharmacy,True,Student,Winter,BOGO (Buy One Get One)
1000030390,2025-11-03 00:00:00,John James,"['Pickles', 'Trash Bags', 'Tuna', 'Potatoes', 'Oil', 'Toothpaste', 'Honey', 'Tissues', 'Peanut Butter']",9,5.95,Debit Card,Los Angeles,Department Store,True,Middle-Aged,Fall,BOGO (Buy One Get One)
1000030391,2025-04-08 00:00:00,Patrick Thomas,"['Carrots', 'Water', 'Cereal Bars', 'Coffee', 'Banana']",5,60.99,Cash,Boston,Warehouse Club,False,Middle-Aged,Spring,BOGO (Buy One Get One)
1000030392,2023-05-23 00:00:00,Malik Miller,"['Trash Bags', 'Beef', 'Carrots', 'Tea', 'Onions', 'Oil']",6,132.12,PayPal,Boston,Specialty Store,False,Teenager,Spring,Discount on Selected Items
1000030393,2023-04-03 00:00:00,Marc Sanchez,"['Mop', 'Shower Gel', 'Sponges', 'Potatoes']",4,24.18,Cash,New York,Supermarket,False,Middle-Aged,Spring,Discount on Selected Items
1000030394,2024-11-26 00:00:00,Taylor Holt,"['Ketchup', 'Oil', 'BBQ Sauce', 'Coffee']",4,47.88,Mobile Payment,Chicago,Convenience Store,True,Senior Citizen,Fall,
1000030395,2023-03-04 00:00:00,Emily Jackson,['Cereal Bars'],1,68.07,Cash,New York,Pharmacy,False,Homemaker,Spring,
1000030396,2023-10-24 00:00:00,Jeffrey Hart,"['Salt', 'Vinegar', 'Sponges']",3,94.64,PayPal,Chicago,Warehouse Club,False,Middle-Aged,Fall,BOGO (Buy One Get One)
1000030397,2024-09-25 00:00:00,Stephanie Vasquez,"['Cheese', 'Beef', 'Tea', 'Trash Cans', 'Bread', 'Soap', 'Potatoes', 'Jam']",8,66.2,Cash,Dallas,Convenience Store,True,Middle-Aged,Fall,Discount on Selected Items
1000030398,2024-11-28 00:00:00,Jimmy Parker,['Pasta'],1,65.09,Mobile Payment,Atlanta,Convenience Store,True,Retiree,Fall,BOGO (Buy One Get One)
1000030399,2025-08-02 00:00:00,Jennifer Gonzalez,"['Soap', 'Orange', 'Coffee']",3,122.13,PayPal,Atlanta,Pharmacy,True,Teenager,Summer,
1000030400,2025-08-27 00:00:00,Cheryl Miller,"['Yogurt', 'Honey', 'Trash Bags', 'Trash Bags', 'Syrup', 'Tea', 'Rice']",7,79.37,Debit Card,San Francisco,Specialty Store,True,Professional,Summer,BOGO (Buy One Get One)
1000030401,2023-03-20 00:00:00,Aaron Bennett,"['Vinegar', 'BBQ Sauce', 'Tissues', 'Cereal Bars', 'Beef', 'Eggs', 'Trash Bags', 'Jam', 'Peanut Butter', 'Jam']",10,95.24,Cash,Houston,Convenience Store,False,Young Adult,Spring,BOGO (Buy One Get One)
1000030402,2025-07-20 00:00:00,Craig Boyd,"['Trash Bags', 'Orange', 'Potatoes', 'Sugar']",4,146.82,Cash,San Francisco,Convenience Store,True,Student,Summer,
1000030403,2025-09-04 00:00:00,Yolanda Anderson,"['Vinegar', 'Milk', 'Hair Gel', 'Hand Sanitizer', 'Tissues', 'Hair Gel', 'Salt', 'Cereal Bars', 'Peanut Butter', 'Ketchup']",10,55.95,PayPal,Atlanta,Supermarket,False,Senior Citizen,Fall,BOGO (Buy One Get One)
1000030404,2023-02-08 00:00:00,Shane Tapia,"['Flour', 'Beef', 'Tuna', 'Soda', 'Flour', 'Tea']",6,57.02,Cash,Boston,Convenience Store,False,Young Adult,Winter,Discount on Selected Items
1000030405,2025-10-15 00:00:00,Philip Allison,['Shaving Cream'],1,124.04,Credit Card,Dallas,Department Store,False,Senior Citizen,Fall,
1000030406,2024-02-25 00:00:00,Mary Morris,['Trash Cans'],1,52.56,Credit Card,Los Angeles,Convenience Store,True,Senior Citizen,Winter,Discount on Selected Items
1000030407,2023-12-08 00:00:00,Jeremy Farley,"['Tissues', 'Tea']",2,147.07,Mobile Payment,Chicago,Warehouse Club,False,Professional,Winter,
1000030408,2023-03-01 00:00:00,Anthony Kerr,"['Tissues', 'Ice Cream', 'Canned Soup', 'Soda', 'Trash Bags', 'Toothpaste', 'Beef']",7,100.21,Credit Card,San Francisco,Pharmacy,False,Professional,Spring,BOGO (Buy One Get One)
1000030409,2025-06-02 00:00:00,Stephanie Christian,"['Hand Sanitizer', 'Eggs', 'Trash Cans']",3,94.44,Debit Card,Boston,Department Store,False,Middle-Aged,Summer,
